merchant,category
98d19095dc,Average
98d3d1de04,Average
98d51b96b9,Very Low Volume
98dc22e8c8,Low Volume
98dd35c6c1,Single Tx
98f03ddf4f,Average
98f10e349d,High Vol: Low Tx Amount + High Freq
98f4cee4f5,Average
98f6feb516,Low Volume
98f900df3a,High Vol: Low Tx Amount + High Freq
9900708a4b,Single Tx
9908c9f56e,Average
990a2b6a85,Low Volume
990c68ab0d,Average
990fb5c1da,Average
9914c4226b,Single Tx
9917aae77e,Average
9922c49217,Average
9924337eed,Average
9927259db4,Average
992e97f9c1,Average
992fcdcac3,Average
993010c07b,Average
99356d61e9,Low Volume
9942dd71bb,Average
9944838ac4,Average
9946792075,Very Low Volume
9947bb51a8,High Vol: High Tx Amount + Low Freq
9949c4fc19,Average
994d1b7d50,Average
994da28b10,Average
995140fea2,Average
99519db81a,Low Volume
99546e26cc,Low Volume
99550c707d,High Vol: High Tx Amount + Low Freq
9955e16cfc,Average
9956c42bf9,Average
9960317f9f,Average
99617ceca9,Average
9963a11d63,Average
9964053d6e,Average
9970a8dea0,High Vol: Low Tx Amount + High Freq
997e03b5fc,High Vol: High Tx Amount + Low Freq
9983bcc5ca,Low Volume
9983ed75b1,Average
99868bada4,Very Low Volume
99870ff06b,High Vol: High Tx Amount + Low Freq
99879d2736,High Vol: Low Tx Amount + High Freq
998adccadd,Average
998ec828d1,Average
99903af040,Average
9994e9b6a6,Average
9996d9011f,High Vol: Low Tx Amount + High Freq
99971e91c7,Average
99973f8b52,Average
99a129c0d3,High Vol: High Tx Amount + Low Freq
99a19a4d44,Average
99ac36cc62,Low Volume
99b3a7e6ea,Average
99b8a145ae,Low Volume
99be48917d,Average
99c8604dc7,Low Volume
99cb980a05,Single Tx
99cd7cf61e,High Vol: Low Tx Amount + High Freq
99d3f6bdf6,Average
99d50207e6,Single Tx
99d8111fab,Low Volume
99d86b83bd,Average
99dbb0317f,Average
99dfd1f75c,Low Volume
99e326337a,Average
99ed9a0978,Single Tx
99fd90aae8,High Vol: High Tx Amount + Low Freq
9a0b3ad92b,Average
9a11394a95,Low Volume
9a1a133767,Low Volume
9a1ffe1d9a,Average
9a286008fb,Average
9a2af7c4ab,Low Volume
9a319e397a,Average
9a38fa49f6,High Vol: High Tx Amount + Low Freq
9a3af7850c,Low Volume
9a3ca5e0c4,Average
9a40292c64,Average
9a4f234e22,Average
9a5268eec8,Low Volume
9a555ce374,Average
9a571cb0cd,Average
9a57a35116,Average
9a590d7e0e,Average
9a64ba88d7,High Vol: High Tx Amount + Low Freq
9a6602651b,Average
9a6be8a617,Average
9a6c00e821,Average
9a6ff0aafe,Very Low Volume
9a724608b5,Average
9a7283577d,Average
9a7b10d771,Low Volume
9a7ced22b8,Average
9a7fba4c61,Average
9a8329baca,Very Low Volume
9a86c2b7e8,Low Volume
9a8b93a0eb,Low Volume
9a91e1b75f,Average
9a950d8600,High Vol: Low Tx Amount + High Freq
9a983ad1f9,Average
9a98c6e069,Average
9a9bea5b54,Average
9aa44612a1,Low Volume
9aaea1bb7c,Very Low Volume
9aaf12505c,Average
9ab6834c2b,Average
9ab723baf9,Average
9ab9367a4d,Average
9ac251e2cb,Very Low Volume
9ac6a41867,Average
9ac6db1b8c,Average
9acbd114a6,Average
9acf1d1e01,Low Volume
9acf6e5473,Average
9ad4e76aec,High Vol: High Tx Amount + Low Freq
9ad5b745a8,Average
9ad8a8b926,Average
9ade7744f3,Average
9adec16d6b,Low Volume
9adf2dc906,High Vol: High Tx Amount + Low Freq
9ae214bb66,Average
9af2b8bb0a,Single Tx
9af8d31d54,Single Tx
9af9af4443,Average
9afefb1744,Single Tx
9b00bb888e,Low Volume
9b09154877,Average
9b0b5560cd,Average
9b111546b4,Average
9b14060795,Average
9b1462bed1,Average
9b18206699,Average
9b197bfc7e,Average
9b1d28ed63,Average
9b1d4291a1,Low Volume
9b20985ec7,Single Tx
9b21b296f8,Average
9b2533dd9d,Average
9b298a5bbc,Average
9b2d49862d,Average
9b2f5d594b,Very Low Volume
9b31cc6818,High Vol: High Tx Amount + Low Freq
9b33312334,Average
9b34559099,Very Low Volume
9b3b264f23,Average
9b3cb01421,Low Volume
9b41104ed0,Low Volume
9b4386a75e,High Vol: High Tx Amount + Low Freq
9b47623b8f,Single Tx
9b47ffb74c,Average
9b4a0d4769,Very Low Volume
9b55dc7e64,Very Low Volume
9b5ba87a09,Low Volume
9b5e403145,Single Tx
9b60c4f7af,Average
9b60e47c49,Average
9b6930a126,Very Low Volume
9b6c537d1f,Single Tx
9b6ee77be2,Single Tx
9b78d22cec,Single Tx
9b7ce49355,Low Volume
9b866c22ff,Average
9b884c9185,Single Tx
9b8b128ce1,Average
9b8e2149a6,Average
9b932f027f,Average
9b98564f2c,Average
9b9c443885,Low Volume
9ba05d1119,Average
9ba09f7453,Average
9bac1c6a28,High Vol: High Tx Amount + Low Freq
9bafdb6f2c,Low Volume
9bbb79df17,Average
9bc0c3dd8a,Average
9bc4b7bb30,Single Tx
9bc5c54d9a,Average
9bc6356cef,Average
9bc8b05c57,Low Volume
9bd35c4486,High Vol: High Tx Amount + Low Freq
9bd39dbbc3,Average
9bd74544ad,Average
9be04e6fcf,Average
9be52a8ea9,High Vol: Low Tx Amount + High Freq
9be8425e7b,Low Volume
9bf7eefe1d,Low Volume
9bfbc3bbe3,Single Tx
9bfde25049,Low Volume
9c0903d741,Average
9c0eba1cf9,Single Tx
9c1dad4f7e,Single Tx
9c1e94c43b,Low Volume
9c213d6f32,Single Tx
9c23238550,Single Tx
9c23948bfe,Average
9c45ccb093,Average
9c47eac11b,Very Low Volume
9c47fc96f5,Single Tx
9c489f176d,Average
9c4a7821f2,Single Tx
9c4d71a178,Average
9c5edd2e76,Average
9c62796f40,Average
9c62f05209,Average
9c64d7ece6,Single Tx
9c67ca2464,High Vol: Low Tx Amount + High Freq
9c6d8c2489,Very Low Volume
9c7257a57d,Average
9c73f04ed0,High Vol: High Tx Amount + Low Freq
9c749273d0,Average
9c7bfa8daa,Average
9c7c3c7724,Average
9c81636072,Single Tx
9c8562f11a,Average
9c87d90a82,Average
9c9867857f,Average
9cae83162e,Average
9cb79b7700,High Vol: Low Tx Amount + High Freq
9cc16f3220,Average
9cc2bdaf84,Low Volume
9ccb0e78cf,Average
9ccd3a76d8,High Vol: Low Tx Amount + High Freq
9cdffbbcbd,Average
9ce6b64324,Average
9cea3162cf,Average
9cf11e13dc,Very Low Volume
9cf13cb05a,Average
9cf87c2a9e,Very Low Volume
9d0ab2e76c,Average
9d0cd7fb94,Average
9d1403394f,Average
9d151f08d8,Average
9d156d4145,Average
9d16449317,Average
9d18af7dd5,Low Volume
9d1b72571f,Very High Volume
9d1d599e0b,Average
9d1f48d748,Single Tx
9d1fab3e06,Average
9d22074d86,Single Tx
9d30cf1a09,Average
9d357bebe7,Average
9d367aecbe,Average
9d38fe0b03,Very Low Volume
9d3edfb8bd,Low Volume
9d414b2db6,High Vol: Low Tx Amount + High Freq
9d4238d8cd,High Vol: Low Tx Amount + High Freq
9d42fda033,Average
9d4f244b7a,Average
9d4ff2f83d,Average
9d51969a8b,Average
9d540eab2c,Low Volume
9d5acb116d,Average
9d5c61c6b4,Low Volume
9d5d25da03,Single Tx
9d6c2c3c18,Very Low Volume
9d764420e6,Average
9d7e09fdee,Average
9d7e36fafa,Single Tx
9d83242305,Single Tx
9d84ae2623,Low Volume
9d856bf579,High Vol: High Tx Amount + Low Freq
9d88b5ded4,Average
9d89cd47db,Single Tx
9d8e72ef5e,Average
9d95cee6aa,Average
9d96f12320,Average
9da14c7847,Average
9da38f557b,Low Volume
9dad074b99,Average
9dae94fa07,Average
9db02e516e,Average
9db0801fe1,Low Volume
9db38879c7,Average
9db8079c1f,Low Volume
9db87e0891,Low Volume
9dbb05646e,Average
9dc2d67e28,Single Tx
9dca2dbcf1,Single Tx
9ddc033174,Average
9dde169005,High Vol: Low Tx Amount + High Freq
9de20924ed,Average
9de44dfcde,Average
9de5033c81,Average
9de934d09f,Average
9de96897f8,Average
9deaa3ab4d,Low Volume
9df71e2a2a,Low Volume
9df9b78335,Average
9dfb1ebd54,Average
9dfdc8df16,Average
9e12a99cba,Average
9e12b0fa33,Average
9e22430d13,High Vol: High Tx Amount + Low Freq
9e23fb7e33,Average
9e2963d1fe,Average
9e32a07e90,High Vol: Low Tx Amount + High Freq
9e35362076,Average
9e3c660638,Average
9e3e042f18,Average
9e493f2001,Average
9e58e8fd55,Average
9e59219b89,Low Volume
9e5d8469e5,Very Low Volume
9e6919f4c6,Average
9e74a0623a,Single Tx
9e7cd47da8,Average
9e88289d13,Very Low Volume
9e8aa6dee5,Single Tx
9e93108bcd,Average
9e978edb14,Average
9e9e9321ca,Average
9e9f6afed2,Low Volume
9ea15c2917,Low Volume
9ea2e54c6c,Low Volume
9ea3ec046b,Single Tx
9ea6f24f3e,Low Volume
9eab8cb3be,Average
9eadf0dc40,Average
9eb8e69486,High Vol: High Tx Amount + Low Freq
9ebb59c7cf,High Vol: Low Tx Amount + High Freq
9ec252bd75,Average
9ec4565949,Average
9ed229d1ef,Average
9edd764688,Low Volume
9edffe1f39,Average
9ee57727d6,Very Low Volume
9ee7ad778f,Average
9eee31cf2a,Low Volume
9eeed7fa40,Low Volume
9eef505c68,Average
9ef640d727,Low Volume
9ef93cf9e4,High Vol: Low Tx Amount + High Freq
9efde22ed3,Average
9f0508694f,Average
9f098ef498,Average
9f0d143faa,Average
9f13c6154b,Very Low Volume
9f1fdced73,Low Volume
9f26ea14fb,Single Tx
9f27814f6a,Single Tx
9f2ad06859,High Vol: High Tx Amount + Low Freq
9f34e9930c,Average
9f36761552,Single Tx
9f38dec2c8,Low Volume
9f3d456b6a,Average
9f3d9d585c,Average
9f3e240715,Average
9f4079927d,Low Volume
9f4304bf28,Very Low Volume
9f47a967d2,Average
9f535ea5dc,Low Volume
9f57c0451c,Average
9f650165b1,Average
9f67260bd7,Average
9f67bf71d2,Average
9f6878d5af,Low Volume
9f698c9bc5,Average
9f6cc72da3,Single Tx
9f6d78d913,High Vol: High Tx Amount + Low Freq
9f70e4324c,Average
9f72e863f1,Average
9f765e0780,Single Tx
9f79ca1116,Average
9f7d74ae95,High Vol: High Tx Amount + Low Freq
9f847153de,Average
9f86f69ca0,Average
9f872d84ff,Low Volume
9f8a461e16,Low Volume
9f8aa22c95,Average
9f8c7e1338,Average
9f8d018126,Average
9f909ad5f3,Low Volume
9f94aeed76,Single Tx
9f992db08b,Average
9f992fb6de,Average
9f99dea8e7,Very Low Volume
9f9a07d937,Average
9fa9e3a9f2,Very Low Volume
9fb1b59692,Average
9fb259d7fd,Average
9fb7547e51,Single Tx
9fb9abeab6,Average
9fb9ed51bd,Average
9fbdb0d31f,Low Volume
9fc7ba0b61,Average
9fd9337b74,Single Tx
9fda231434,Average
9fe0a91ed8,Low Volume
9fe2711656,Average
9fe3707299,Average
9fe95112f0,Average
9fee61fdd0,Very Low Volume
9ff6118e77,High Vol: High Tx Amount + Low Freq
9ff63032f6,Average
9ff83745ae,Average
9ff8b6fd9b,High Vol: Low Tx Amount + High Freq
9ffad3bef2,Low Volume
9fff690afc,Average
a006c4fc14,Single Tx
a0070ac6e2,Average
a0070d2915,Single Tx
a0157c89f7,Single Tx
a01638b5ce,Average
a01f5b50ee,Average
a01fbca3e7,Average
a0293d9cf8,Average
a03429c40f,Average
a036580e79,High Vol: Low Tx Amount + High Freq
a038b97947,Single Tx
a03a7df510,Very High Volume
a03c3944d3,Low Volume
a03dc544f4,Average
a03ec29d98,Average
a03ec2b3a3,Single Tx
a03f66c826,Low Volume
a0494e3007,Low Volume
a04a0a1a28,Average
a04c5a4c80,Average
a04cd1269a,Low Volume
a04e644f3a,Low Volume
a04ef751f0,Average
a0527cfa74,Average
a056a5bd5e,Low Volume
a057079a60,Average
a05bd46804,Very Low Volume
a05eb84abb,Low Volume
a05f536de4,Single Tx
a0603e0af3,High Vol: Low Tx Amount + High Freq
a062406a3d,Average
a06293ac44,Average
a062af39c2,Low Volume
a06907d7ac,Average
a06e8d6bf2,Low Volume
a073585690,Single Tx
a07fcfb5eb,Single Tx
a084a50e9a,Low Volume
a0872ddfef,Average
a08746225a,Average
a092c06beb,Single Tx
a0960907df,Average
a09e105fd9,Average
a09e557f4b,Average
a0a0a01864,High Vol: High Tx Amount + Low Freq
a0a484316f,Average
a0add3b719,Average
a0aefc6599,Low Volume
a0b24c1d33,Very Low Volume
a0b3489f05,Average
a0b582569d,Average
a0b9c26a98,Average
a0c43184a0,High Vol: Low Tx Amount + High Freq
a0cfb81b21,Average
a0d51a1d0c,Low Volume
a0e51a9ff2,Low Volume
a0efdcd8a1,Average
a0f40890d2,Low Volume
a0f49a491e,Low Volume
a1046e0ecb,Single Tx
a1051c396e,Average
a1081e2f20,Average
a10a577e43,Average
a10b26caf7,Average
a10bf8b64d,Average
a10e16b0ad,Single Tx
a1135019e0,Single Tx
a116546ac7,Very Low Volume
a11809a647,High Vol: Low Tx Amount + High Freq
a11b903129,Low Volume
a11eb6eb48,Average
a120457d5e,Average
a1216e7ffb,Average
a127af3158,Single Tx
a12e560259,Average
a130c9800b,Average
a13f619da9,Average
a142c7fd64,Average
a14321c16b,Average
a14614d062,Very Low Volume
a148b76f05,Average
a14ae7b4e5,Average
a14b4bcd3a,Average
a14c53a8f4,Average
a14c6acef2,Low Volume
a14dc8f1af,Low Volume
a151387178,Very Low Volume
a157e63bf5,Average
a15b406132,Low Volume
a15e17b87d,High Vol: Low Tx Amount + High Freq
a15e98ab87,High Vol: Low Tx Amount + High Freq
a161d44ee3,Single Tx
a16401eded,Low Volume
a16cd3848c,Single Tx
a16eb05d93,Average
a16f6749e4,Very Low Volume
a17d7e1c40,Average
a17e1d55ac,High Vol: High Tx Amount + Low Freq
a183094dc6,High Vol: Low Tx Amount + High Freq
a1890952dc,Average
a190ae41c3,Single Tx
a1926fcbf5,Average
a1979b7ec3,Low Volume
a1a174f1d4,Average
a1a33a8f84,Average
a1ada06a1a,Average
a1bb998761,Average
a1bbc81b54,Average
a1c9b43620,Low Volume
a1cc24024b,High Vol: Low Tx Amount + High Freq
a1cd6cbdb3,Average
a1d4e003ec,High Vol: High Tx Amount + Low Freq
a1d55d2342,High Vol: Low Tx Amount + High Freq
a1dbba04f9,Average
a1dcbc6d16,Average
a1e1003f5f,Average
a1e10e0a51,Average
a1e2b73329,Very Low Volume
a1e989ee15,Average
a1eaa80187,Average
a1eaba9760,Average
a1efbb4b3a,Average
a1f4b76462,Single Tx
a1ff13dfc7,Low Volume
a204c5eece,Average
a2069767fe,Average
a20a19b8a7,Average
a20d4df920,Average
a21f77d95b,Single Tx
a223d96e2e,High Vol: Low Tx Amount + High Freq
a23489e803,Average
a234a96fef,Average
a23ac615f5,Average
a24496fb38,High Vol: High Tx Amount + Low Freq
a24546be0f,Single Tx
a24fd25fb3,Average
a257fc1975,Average
a259514741,Average
a2622a91c2,Single Tx
a263f08f17,Average
a26684af60,High Vol: Low Tx Amount + High Freq
a2702d66b1,Average
a2744c25d5,Average
a2752a4cf3,High Vol: High Tx Amount + Low Freq
a283bc981d,Low Volume
a29b98d7ea,Single Tx
a29c90dbc6,Average
a2a052a625,Average
a2a4980758,Average
a2ae6ec8b9,Low Volume
a2b0c700c6,Low Volume
a2b7d55b24,Average
a2ba578829,Low Volume
a2c788da26,Average
a2d49a7dc6,Average
a2d504241d,Single Tx
a2e3e71307,Average
a2e972f185,Average
a2ef97bc56,Average
a2ef9b0ad3,Average
a2f57d0ea4,Low Volume
a2f699d9ad,Average
a2fcd6891f,Average
a307c341de,Average
a307dbad74,Average
a315730839,Average
a319ba8958,Average
a31afc4370,Average
a32a071b57,Low Volume
a330e6fc6b,Average
a334cd14ec,Low Volume
a33553a00e,Average
a338ec2b53,Average
a33b5f00f9,Average
a3438f0433,Average
a34ad67250,Average
a34b1a61b7,Very Low Volume
a3504c8cd3,Low Volume
a3588514b0,Average
a35f223c36,Average
a3619d872d,Single Tx
a362c2a278,High Vol: Low Tx Amount + High Freq
a369509ed8,Average
a3765708fc,Average
a3776a3fe1,Average
a37a67ab1e,High Vol: Low Tx Amount + High Freq
a37b7ac31b,Low Volume
a3839ab3a1,Average
a38b95e350,Single Tx
a38cc66d5f,Low Volume
a38d61930d,Average
a38d73f9b8,Average
a38f6c67e7,Average
a3a2b4b02a,Single Tx
a3a78288cc,Average
a3aec6c9f9,High Vol: Low Tx Amount + High Freq
a3afaec846,High Vol: High Tx Amount + Low Freq
a3afdf637e,Single Tx
a3b19dbb1d,Single Tx
a3c1f5de06,Average
a3c330da6e,High Vol: Low Tx Amount + High Freq
a3d32ef208,Average
a3d5b78039,Single Tx
a3d746dee0,Low Volume
a3ef513285,Average
a3f345be20,Average
a3f614ad7f,Average
a3ffff8116,Single Tx
a402794341,Very Low Volume
a402f9d324,Average
a40870c8c3,Average
a4117435a7,Average
a413b65b57,Low Volume
a419790d57,Single Tx
a41cf9059a,Single Tx
a426cd7209,Average
a43932c4ea,Low Volume
a43b098a71,High Vol: Low Tx Amount + High Freq
a43fc577b2,Average
a4436027af,Single Tx
a44a6b06af,Average
a44ab6859d,Average
a453cd69ec,Low Volume
a459e3e6d9,Average
a462ff2593,Low Volume
a46540f9f7,Low Volume
a4655a16a8,Average
a468b616eb,High Vol: Low Tx Amount + High Freq
a468dbe615,Average
a46d9884df,Low Volume
a47b2fbb07,Low Volume
a47bba4c18,Low Volume
a47bc8fd93,Average
a48407edc9,Single Tx
a48e4844df,Very Low Volume
a49740078a,Low Volume
a49f3e0801,Average
a4a03a0a39,Average
a4a36fdc7e,Average
a4aace9f1d,Average
a4acb859ab,Average
a4ad0f33d7,Average
a4ad152e32,Low Volume
a4ae09b4dc,Average
a4ae45b45d,Average
a4ae5bbbca,High Vol: Low Tx Amount + High Freq
a4b150283b,Average
a4b2ce33fc,Single Tx
a4b97e8190,Low Volume
a4bed32b52,Average
a4c2665651,Average
a4c7b761b0,Average
a4d3bfaa47,Average
a4d3ffa189,Average
a4d7d529f3,Single Tx
a4e0aab58b,Average
a4e328e804,Average
a4e69ab47d,Average
a4ea0dc392,Very Low Volume
a4ec09f2b0,Low Volume
a4f146639d,Low Volume
a4f251bed4,Average
a4f34d5875,Average
a4faa710b6,Single Tx
a4ffd59a61,Average
a5016511db,Low Volume
a50313a0ae,Average
a5044596ef,Low Volume
a506776a02,Average
a50b3ba41f,Average
a50d168999,Average
a50e231dd5,Single Tx
a51174a3fd,Low Volume
a51832c47c,Average
a51943a141,Average
a51acae593,Low Volume
a5280b2bcf,Average
a52aec8eb8,Average
a5305123a9,High Vol: High Tx Amount + Low Freq
a532b43724,Single Tx
a5377c817c,Low Volume
a53bd0ba33,Low Volume
a53db1e977,Average
a5415c7847,Low Volume
a5434194dd,Single Tx
a549916a7b,Very Low Volume
a54e8f1dfc,Average
a5501e1792,Average
a5510dc63c,Average
a553f00e1d,Average
a560d0acfd,Average
a567b81295,Low Volume
a57524b587,Average
a577c4d82f,Single Tx
a57a6c6d75,Average
a57af02f82,Average
a57ce03db9,Single Tx
a57d2264b4,Average
a57eaf3c13,Low Volume
a57ef95f93,Average
a57f246512,Average
a582dfb370,Average
a587ebb9db,Very Low Volume
a599433947,Average
a59b39ae67,Average
a5a526f21f,Single Tx
a5a62c044d,Average
a5a7f89ac2,Low Volume
a5a8534865,Single Tx
a5adbaffa5,Average
a5aeb37028,Average
a5b4eee812,Average
a5b8ee457a,Average
a5ca755f33,Average
a5cd174a17,Average
a5cfa4ba57,Average
a5d4d8c7aa,Average
a5d80e9f1b,Average
a5d87dac5c,Average
a5dc2724c2,Single Tx
a5dc4a5967,Average
a5e6b8e87e,Average
a5e82e285b,Very High Volume
a5ec5d3df8,Average
a5ee7dafbb,Average
a5ef1f0b77,Low Volume
a5f07aa51f,Average
a5f85dc30b,Low Volume
a5fe7dc0bb,Average
a609ebc4c5,Very Low Volume
a610a581ae,Average
a6172318af,Average
a61833f777,Average
a61adc6578,Average
a61d974177,Average
a620813fcf,Average
a622b19cbc,Single Tx
a62d412827,Average
a6356d65b8,Average
a63573c829,Average
a639792d20,Average
a63f978f2e,Low Volume
a64055e75a,Low Volume
a6412c7892,Average
a653824726,Average
a65528a136,Average
a663d3999a,Low Volume
a665073960,Single Tx
a66a8b3144,Average
a66b52587f,Very Low Volume
a66fdb965a,Average
a67b78974e,Average
a67da8c3a5,Average
a690a7122f,Single Tx
a692de78cc,Low Volume
a693d2e682,Low Volume
a695055c20,Average
a6980fab52,Low Volume
a69e380be6,Single Tx
a6a6c2adf1,Average
a6b65e35b4,Average
a6c446773c,Average
a6c7e03aba,Average
a6caa74044,Average
a6df879b35,Average
a6e1566891,Single Tx
a6e22e47fd,Average
a6e5303e05,Very Low Volume
a6ec1a4843,Average
a6f3e1996b,Low Volume
a6f44a1fe7,Low Volume
a6f9fa213a,Average
a6faef133f,Single Tx
a707c589cd,Low Volume
a7094b425a,Average
a711cbe06c,Average
a71956cc3e,Average
a738dd7364,Average
a73cf02c24,Low Volume
a73f1ed31a,Single Tx
a741efa3f2,Average
a747cc1270,High Vol: Low Tx Amount + High Freq
a74947d131,Average
a750285989,Average
a7555cb949,Average
a755f1a49c,Average
a75a176fdf,Average
a75d128008,High Vol: High Tx Amount + Low Freq
a7687faef9,Average
a7724b6b45,Average
a775ebc47f,Average
a77a4793db,Average
a783714d0d,Single Tx
a783b8d3f1,Average
a7874108ec,Low Volume
a787d47b94,Average
a78fd8d844,Average
a79b856238,Single Tx
a7a7c20ea8,Average
a7a93bb699,Low Volume
a7aa0f9941,Low Volume
a7ab6e82fb,Average
a7b60fd3c4,Single Tx
a7b76bd9a2,Average
a7bd0a0181,Average
a7c2de004c,Average
a7c3569acf,Average
a7c498370e,Average
a7c4c26d58,Average
a7c912e7d9,Average
a7cdcce9c4,Average
a7d39eb614,Very Low Volume
a7d62f0f0d,Average
a7d85d7383,Average
a7db8d6406,Average
a7dd6ad7d5,Average
a7e16fc7ce,Average
a7e3fd2094,Average
a7ed4aff89,Average
a7ed7ada1e,Average
a7eeba8fba,High Vol: Low Tx Amount + High Freq
a7f149aed2,High Vol: High Tx Amount + Low Freq
a7f566f473,Average
a7f9ec2799,Single Tx
a8031e43c4,Very Low Volume
a80632b20f,Average
a80a677fa2,Very Low Volume
a80dee0ece,Low Volume
a81224346c,Average
a817751e2e,Low Volume
a818934345,Average
a81b9e3cf9,Average
a81cfa32cc,Average
a820fed020,Low Volume
a823f8482f,Low Volume
a82d4cea46,High Vol: High Tx Amount + Low Freq
a82dfdf896,High Vol: High Tx Amount + Low Freq
a82ff3477b,Average
a8309748cb,Single Tx
a836c6843f,Low Volume
a83cb64209,Average
a83e8f82f7,High Vol: Low Tx Amount + High Freq
a842c2d7e2,Average
a8481294d5,Average
a849d87e50,Average
a84a3c411c,Average
a84b9b5c74,Average
a851197146,Average
a8549be10b,Average
a85597e802,Average
a855c70590,Average
a85f6f73e3,Average
a8608349a3,Average
a866f80a06,Average
a8690ff6c7,Average
a86d0670df,Low Volume
a86d6c708d,Average
a870ca4952,Low Volume
a87585ead4,Average
a87fdf74b1,Low Volume
a881fe98c5,Very Low Volume
a883c5c9a3,Average
a88592e3bc,Average
a887e68862,Average
a8894196b2,Average
a89d500bd2,Average
a8a2dbc40e,Average
a8a8ca40f3,Single Tx
a8af7ff103,Average
a8bf030aa4,Low Volume
a8c02d791b,Low Volume
a8c0398620,Average
a8c3728bf9,High Vol: High Tx Amount + Low Freq
a8c54e319a,Average
a8c6035ece,Average
a8c9bd9f10,High Vol: Low Tx Amount + High Freq
a8cdd1f031,Single Tx
a8d22d0b89,Single Tx
a8d28de5a9,Low Volume
a8d58d758b,Low Volume
a8dab8b1e7,Average
a8db182b85,Average
a8e09c5744,High Vol: Low Tx Amount + High Freq
a8ec34592b,Single Tx
a8f24a485a,High Vol: Low Tx Amount + High Freq
a8f502eb0d,Single Tx
a8f593a0a0,Average
a8fa0aaadd,Single Tx
a8ff2d667e,Very High Volume
a901bb63a5,Average
a9060c604b,Average
a908f8199e,Average
a90d5fa010,Average
a91aa0a56d,Average
a9224cd15a,Single Tx
a922e831f9,Low Volume
a923e8b1ed,Single Tx
a929ccdc7f,Average
a92aa6b1d7,Average
a93289bf2e,Single Tx
a9379dbdd0,Low Volume
a93c021bfc,Average
a93c53edd6,High Vol: Low Tx Amount + High Freq
a9422c618f,Average
a94a64a50f,Average
a953387430,Average
a957747aa8,Average
a964cec67d,Average
a971359704,Average
a97180b32a,Average
a9730468fb,Low Volume
a97358bb9c,Single Tx
a98105ed07,Average
a981ff7e59,Average
